student_id,attempt_id,course_id,semester,week,weekly_grade,attendance,assignment_score,quiz_score,submission_delay_days,corrections_count,assignment_completed,quiz_completed,midterm_score,attendance_rate_to_date,average_weekly_grade_to_date,average_assignment_score_to_date,average_quiz_score_to_date,mean_submission_delay_days_to_date,corrections_count_to_date,assignments_completed_to_date,quizzes_completed_to_date,midterm_score_available,final_exam_score_audit_only,final_course_score,final_gpa,course_outcome,learning_pace
S0001,S0001-ML201-1,ML201,1,13,60.18,100.0,,,0.0,0,0,0,64.22,84.62,71.0,75.74,76.42,0.77,0,4,4,64.22,,72.7,2.76,pass,on_track
S0001,S0001-ML201-1,ML201,1,14,74.87,100.0,,,0.0,0,0,0,64.22,85.71,71.28,75.74,76.42,0.71,0,4,4,64.22,84.0,72.7,2.76,pass,on_track
S0001,S0001-ST203-1,ST203,1,1,85.45,100.0,,,0.0,0,0,0,,100.0,85.45,,,0.0,0,0,0,,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,2,73.24,100.0,,80.5,0.2,0,0,1,,100.0,79.34,,80.5,0.1,0,0,1,,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,3,83.61,100.0,61.98,,0.42,0,1,0,,100.0,80.77,61.98,80.5,0.21,0,1,1,,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,4,84.78,100.0,,,0.0,0,0,0,,100.0,81.77,61.98,80.5,0.15,0,1,1,,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,5,81.93,100.0,,85.39,2.61,0,0,1,,100.0,81.8,61.98,82.95,0.65,0,1,2,,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,6,100.0,100.0,99.65,,0.76,0,1,0,,100.0,84.84,80.81,82.95,0.66,0,2,2,,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,7,90.64,100.0,,,0.0,0,0,0,81.8,100.0,85.67,80.81,82.95,0.57,0,2,2,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,8,74.0,100.0,,71.76,1.78,0,0,1,81.8,100.0,84.21,80.81,79.22,0.72,0,2,3,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,9,81.61,100.0,83.69,,6.21,0,1,0,81.8,100.0,83.92,81.77,79.22,1.33,0,3,3,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,10,69.11,100.0,,,0.0,0,0,0,81.8,100.0,82.44,81.77,79.22,1.2,0,3,3,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,11,71.1,100.0,,67.45,2.34,0,0,1,81.8,100.0,81.41,81.77,76.28,1.3,0,3,4,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,12,79.29,100.0,62.8,,0.21,0,1,0,81.8,100.0,81.23,77.03,76.28,1.21,0,4,4,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,13,72.76,100.0,,,0.0,0,0,0,81.8,100.0,80.58,77.03,76.28,1.12,0,4,4,81.8,,76.31,3.13,pass,ahead
S0001,S0001-ST203-1,ST203,1,14,77.79,0.0,,,0.0,0,0,0,81.8,92.86,80.38,77.03,76.28,1.04,0,4,4,81.8,69.23,76.31,3.13,pass,ahead
S0001,S0001-AI204-1,AI204,1,1,71.62,0.0,,,0.0,0,0,0,,0.0,71.62,,,0.0,0,0,0,,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,2,87.94,100.0,,77.5,0.55,0,0,1,,50.0,79.78,,77.5,0.28,0,0,1,,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,3,73.24,100.0,73.65,,2.23,0,1,0,,66.67,77.6,73.65,77.5,0.93,0,1,1,,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,4,67.32,100.0,,,0.0,0,0,0,,75.0,75.03,73.65,77.5,0.69,0,1,1,,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,5,69.79,100.0,,64.87,0.56,0,0,1,,80.0,73.98,73.65,71.18,0.67,0,1,2,,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,6,63.97,100.0,69.44,,0.68,0,1,0,,83.33,72.31,71.54,71.18,0.67,0,2,2,,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,7,69.36,0.0,,,0.0,0,0,0,68.57,71.43,71.89,71.54,71.18,0.57,0,2,2,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,8,62.07,100.0,,70.95,0.69,0,0,1,68.57,75.0,70.66,71.54,71.11,0.59,0,2,3,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,9,69.2,100.0,72.04,,1.31,0,1,0,68.57,77.78,70.5,71.71,71.11,0.67,0,3,3,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,10,72.91,100.0,,,0.0,0,0,0,68.57,80.0,70.74,71.71,71.11,0.6,0,3,3,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,11,82.65,100.0,,,0.0,0,0,0,68.57,81.82,71.82,71.71,71.11,0.55,0,3,3,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,12,80.16,100.0,71.85,,1.39,0,1,0,68.57,83.33,72.52,71.74,71.11,0.62,0,4,3,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,13,85.64,100.0,,,0.0,0,0,0,68.57,84.62,73.53,71.74,71.11,0.57,0,4,3,68.57,,76.02,3.1,pass,ahead
S0001,S0001-AI204-1,AI204,1,14,69.3,100.0,,,0.0,0,0,0,68.57,85.71,73.23,71.74,71.11,0.53,0,4,3,68.57,79.51,76.02,3.1,pass,ahead
S0001,S0001-PY101-2,PY101,2,1,79.55,100.0,,,0.0,0,0,0,,100.0,79.55,,,0.0,0,0,0,,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,2,82.73,0.0,,90.65,0.43,0,0,1,,50.0,81.14,,90.65,0.22,0,0,1,,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,3,84.65,100.0,78.78,,1.13,0,1,0,,66.67,82.31,78.78,90.65,0.52,0,1,1,,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,4,95.98,100.0,,,0.0,0,0,0,,75.0,85.73,78.78,90.65,0.39,0,1,1,,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,5,100.0,100.0,,95.87,1.37,0,0,1,,80.0,88.58,78.78,93.26,0.59,0,1,2,,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,6,80.06,100.0,91.65,,2.61,0,1,0,,83.33,87.16,85.21,93.26,0.92,0,2,2,,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,7,82.28,100.0,,,0.0,0,0,0,89.51,85.71,86.46,85.21,93.26,0.79,0,2,2,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,8,85.0,100.0,,82.24,0.25,0,0,1,89.51,87.5,86.28,85.21,89.59,0.73,0,2,3,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,9,77.67,100.0,84.54,,1.54,0,1,0,89.51,88.89,85.32,84.99,89.59,0.82,0,3,3,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,10,76.54,100.0,,,0.0,0,0,0,89.51,90.0,84.45,84.99,89.59,0.73,0,3,3,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,11,87.48,100.0,,,0.0,0,0,0,89.51,90.91,84.72,84.99,89.59,0.67,0,3,3,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,12,94.93,100.0,99.38,,1.0,0,1,0,89.51,91.67,85.57,88.59,89.59,0.7,0,4,3,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,13,98.18,0.0,,,0.0,0,0,0,89.51,84.62,86.54,88.59,89.59,0.64,0,4,3,89.51,,87.17,3.85,pass,ahead
S0001,S0001-PY101-2,PY101,2,14,97.16,100.0,,,0.0,0,0,0,89.51,85.71,87.3,88.59,89.59,0.6,0,4,3,89.51,83.91,87.17,3.85,pass,ahead
S0001,S0001-DS102-2,DS102,2,1,86.47,100.0,,,0.0,0,0,0,,100.0,86.47,,,0.0,0,0,0,,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,2,82.15,100.0,,76.69,7.0,0,0,1,,100.0,84.31,,76.69,3.5,0,0,1,,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,3,78.3,100.0,80.94,,2.14,0,1,0,,100.0,82.31,80.94,76.69,3.05,0,1,1,,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,4,78.28,100.0,,,0.0,0,0,0,,100.0,81.3,80.94,76.69,2.28,0,1,1,,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,5,87.67,100.0,,81.31,0.2,0,0,1,,100.0,82.58,80.94,79.0,1.87,0,1,2,,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,6,92.96,100.0,86.55,,0.34,0,1,0,,100.0,84.31,83.75,79.0,1.61,0,2,2,,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,7,89.5,100.0,,,0.0,0,0,0,84.85,100.0,85.05,83.75,79.0,1.38,0,2,2,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,8,88.78,100.0,,89.92,3.16,0,0,1,84.85,100.0,85.51,83.75,82.64,1.61,0,2,3,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,9,84.8,100.0,82.27,,4.43,0,1,0,84.85,100.0,85.43,83.25,82.64,1.92,0,3,3,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,10,77.35,100.0,,,0.0,0,0,0,84.85,100.0,84.63,83.25,82.64,1.73,0,3,3,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,11,78.45,100.0,,82.92,1.71,0,0,1,84.85,100.0,84.06,83.25,82.71,1.73,0,3,4,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,12,83.31,100.0,90.93,,0.64,0,1,0,84.85,100.0,84.0,85.17,82.71,1.64,0,4,4,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,13,86.13,100.0,,,0.0,1,0,0,84.85,100.0,84.17,85.17,82.71,1.51,1,4,4,84.85,,88.63,3.92,pass,ahead
S0001,S0001-DS102-2,DS102,2,14,88.7,100.0,,,0.0,0,0,0,84.85,100.0,84.49,85.17,82.71,1.4,1,4,4,84.85,90.41,88.63,3.92,pass,ahead
S0001,S0001-ML201-2,ML201,2,1,79.15,100.0,,,0.0,0,0,0,,100.0,79.15,,,0.0,0,0,0,,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,2,81.22,100.0,,78.44,0.22,0,0,1,,100.0,80.18,,78.44,0.11,0,0,1,,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,3,72.39,100.0,73.18,,0.97,0,1,0,,100.0,77.59,73.18,78.44,0.39,0,1,1,,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,4,80.97,100.0,,,0.0,0,0,0,,100.0,78.43,73.18,78.44,0.3,0,1,1,,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,5,75.4,100.0,,75.16,0.51,0,0,1,,100.0,77.83,73.18,76.8,0.34,0,1,2,,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,6,76.15,0.0,67.9,,1.78,0,1,0,,83.33,77.55,70.54,76.8,0.58,0,2,2,,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,7,74.45,100.0,,,0.0,0,0,0,73.44,85.71,77.11,70.54,76.8,0.5,0,2,2,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,8,94.29,100.0,,,0.0,0,0,0,73.44,87.5,79.25,70.54,76.8,0.43,0,2,2,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,9,83.19,100.0,58.18,,3.38,0,1,0,73.44,88.89,79.69,66.42,76.8,0.76,0,3,2,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,10,75.11,100.0,,,0.0,0,0,0,73.44,90.0,79.23,66.42,76.8,0.69,0,3,2,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,11,69.33,100.0,,76.83,2.39,0,0,1,73.44,90.91,78.33,66.42,76.81,0.84,0,3,3,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,12,87.25,100.0,84.83,,3.15,0,1,0,73.44,91.67,79.08,71.02,76.81,1.03,0,4,3,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,13,76.34,100.0,,,0.0,0,0,0,73.44,92.31,78.86,71.02,76.81,0.95,0,4,3,73.44,,76.18,3.12,pass,ahead
S0001,S0001-ML201-2,ML201,2,14,84.98,100.0,,,0.0,0,0,0,73.44,92.86,79.3,71.02,76.81,0.89,0,4,3,73.44,78.46,76.18,3.12,pass,ahead
S0001,S0001-ST203-2,ST203,2,1,74.51,0.0,,,0.0,0,0,0,,0.0,74.51,,,0.0,0,0,0,,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,2,70.61,100.0,,52.02,0.66,0,0,1,,50.0,72.56,,52.02,0.33,0,0,1,,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,3,70.41,100.0,74.39,,0.46,0,1,0,,66.67,71.84,74.39,52.02,0.37,0,1,1,,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,4,69.65,100.0,,,0.0,0,0,0,,75.0,71.3,74.39,52.02,0.28,0,1,1,,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,5,69.15,100.0,,93.28,0.79,0,0,1,,80.0,70.87,74.39,72.65,0.38,0,1,2,,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,6,75.23,100.0,61.87,,0.96,0,1,0,,83.33,71.59,68.13,72.65,0.48,0,2,2,,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,7,77.49,100.0,,,0.0,0,0,0,71.87,85.71,72.44,68.13,72.65,0.41,0,2,2,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,8,82.69,100.0,,66.09,2.03,0,0,1,71.87,87.5,73.72,68.13,70.46,0.61,0,2,3,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,9,92.62,100.0,84.5,,0.01,0,1,0,71.87,88.89,75.82,73.59,70.46,0.55,0,3,3,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,10,85.05,100.0,,,0.0,0,0,0,71.87,90.0,76.74,73.59,70.46,0.49,0,3,3,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,11,75.16,100.0,,84.93,0.76,0,0,1,71.87,90.91,76.6,73.59,74.08,0.52,0,3,4,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,12,79.86,0.0,86.32,,3.95,0,1,0,71.87,83.33,76.87,76.77,74.08,0.8,0,4,4,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,13,89.45,100.0,,,0.0,0,0,0,71.87,84.62,77.84,76.77,74.08,0.74,0,4,4,71.87,,75.5,3.05,pass,ahead
S0001,S0001-ST203-2,ST203,2,14,71.6,100.0,,,0.0,0,0,0,71.87,85.71,77.39,76.77,74.08,0.69,0,4,4,71.87,83.03,75.5,3.05,pass,ahead
S0001,S0001-AI204-2,AI204,2,1,74.13,100.0,,,0.0,0,0,0,,100.0,74.13,,,0.0,0,0,0,,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,2,72.36,100.0,,70.42,3.55,0,0,1,,100.0,73.25,,70.42,1.78,0,0,1,,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,3,78.27,100.0,77.63,,0.71,0,1,0,,100.0,74.92,77.63,70.42,1.42,0,1,1,,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,4,72.69,100.0,,,0.0,0,0,0,,100.0,74.36,77.63,70.42,1.07,0,1,1,,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,5,80.96,100.0,,78.33,0.07,0,0,1,,100.0,75.68,77.63,74.38,0.87,0,1,2,,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,6,86.03,100.0,82.1,,1.24,0,1,0,,100.0,77.41,79.87,74.38,0.93,0,2,2,,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,7,86.36,100.0,,,0.0,0,0,0,76.39,100.0,78.69,79.87,74.38,0.8,0,2,2,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,8,78.94,100.0,,61.61,0.74,0,0,1,76.39,100.0,78.72,79.87,70.12,0.79,0,2,3,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,9,85.34,100.0,76.06,,1.58,0,1,0,76.39,100.0,79.45,78.6,70.12,0.88,0,3,3,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,10,80.23,100.0,,,0.0,0,0,0,76.39,100.0,79.53,78.6,70.12,0.79,0,3,3,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,11,97.69,100.0,,94.37,1.51,0,0,1,76.39,100.0,81.18,78.6,76.18,0.85,0,3,4,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,12,79.22,100.0,67.93,,1.46,0,1,0,76.39,100.0,81.02,75.93,76.18,0.9,0,4,4,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,13,89.85,100.0,,,0.0,0,0,0,76.39,100.0,81.7,75.93,76.18,0.83,0,4,4,76.39,,79.95,3.49,pass,ahead
S0001,S0001-AI204-2,AI204,2,14,83.6,100.0,,,0.0,0,0,0,76.39,100.0,81.83,75.93,76.18,0.78,0,4,4,76.39,88.03,79.95,3.49,pass,ahead
S0002,S0002-PY101-1,PY101,1,1,62.95,100.0,,,0.0,0,0,0,,100.0,62.95,,,0.0,0,0,0,,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,2,55.42,100.0,,65.91,0.96,0,0,1,,100.0,59.19,,65.91,0.48,0,0,1,,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,3,55.9,100.0,63.76,,1.49,0,1,0,,100.0,58.09,63.76,65.91,0.82,0,1,1,,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,4,63.25,100.0,,,0.0,0,0,0,,100.0,59.38,63.76,65.91,0.61,0,1,1,,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,5,61.39,100.0,,44.78,1.78,0,0,1,,100.0,59.78,63.76,55.34,0.84,0,1,2,,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,6,60.92,100.0,50.16,,0.63,0,1,0,,100.0,59.97,56.96,55.34,0.81,0,2,2,,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,7,60.5,100.0,,,0.0,0,0,0,55.11,100.0,60.05,56.96,55.34,0.69,0,2,2,55.11,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,8,59.36,100.0,,47.74,1.34,0,0,1,55.11,100.0,59.96,56.96,52.81,0.77,0,2,3,55.11,,59.65,0.0,enroll,on_track
S0002,S0002-PY101-1,PY101,1,9,52.07,100.0,48.82,,1.3,1,1,0,55.11,100.0,59.08,54.25,52.81,0.83,1,3,3,55.11,,59.65,0.0,enroll,on_track
